id,bai,tieude,noidung
400,Native Prototype trong JavaScript,Mượn các phương thức từ prototypes,"Trong bài viết vềdecorator và forwarding của hàm trong JavaScript, mình đã nói về vấn đềmượn phương thức.
Đó là khi mình muốn mượn phương thức từ một object và sao chép sang object khác.
Ví dụ, để tạo ra một array-object, bạn có thể sao chép các phương thức củaArray.prototypesang object như sau:
`Array.prototype` 
```js
let obj = {
  0: ""Hello"",
  1: ""world!"",
  length: 2,
};

obj.join = Array.prototype.join;
console.log(obj.join("","")); // Hello,world!
```
`let obj = {
  0: ""Hello"",
  1: ""world!"",
  length: 2,
};

obj.join = Array.prototype.join;
console.log(obj.join("","")); // Hello,world!` Cách trên hoạt động chính xác vì phương thứcArray.prototype.joinchỉ quan tâm tớichỉ sốvà thuộc tínhlength.
`Array.prototype.join` `length` Ngoài ra, để sao chép tất cả các phương thức củaArray.prototypesang object, bạn có thể làm như sau:
`Array.prototype` 
```js
let obj = {
  0: ""Hello"",
  1: ""world!"",
  length: 2,
};

obj.__proto__ = Array.prototype;
console.log(obj.join("","")); // Hello,world!
```
`let obj = {
  0: ""Hello"",
  1: ""world!"",
  length: 2,
};

obj.__proto__ = Array.prototype;
console.log(obj.join("","")); // Hello,world!` Lưu ý
Cách làm như trên không chính xác nếu object đã kế thừa prototype từ một object khác. Thực tế là chỉ kế thừa đượcmột object tại một thời điểm."
401,Native Prototype trong JavaScript,Tổng kết,"Tất cảđối tượng sẵn có trong JavaScriptđều có dạng như sau:
`Array.prototype` `Date.prototype` `Function.prototype` Các kiểu dữ liệu nguyên thủy cũng có các phương thức ởwrapper objectlà:String.prototype,Number.prototypevàBoolean.prototype.
`String.prototype` `Number.prototype` `Boolean.prototype` Prototype có thể thay đổi hoặc thêm mới các phương thức. Tuy nhiên, việc này không được khuyến khích.
Chỉ cómột trường hợpbạn nên thêm phương thức vào prototype. Đó là khi phương thức được định nghĩa trong mô tả của ngôn ngữ JavaScript nhưngchưa được hỗ trợở một số JavaScript Engine hoặc trình duyệt nhất định."
402,Native Prototype trong JavaScript,Thực hành,"Thêm vào prototype của tất cả các hàm phương thứcdefer(ms)- thực thi hàm saumsmili giây, ví dụ:
`defer(ms)` `ms` 
```js
function f() {
  console.log(""Hello!"");
}

f.defer(1000); // hiển thị ""Hello!"" sau 1 giây
```
`function f() {
  console.log(""Hello!"");
}

f.defer(1000); // hiển thị ""Hello!"" sau 1 giây` Xem đáp án

```js
Function.prototype.defer = function (ms) {
  setTimeout(this, ms);
};
function f() {
  console.log(""Hello!"");
}

f.defer(1000); // hiển thị ""Hello!"" sau 1 giây
```
`Function.prototype.defer = function (ms) {
  setTimeout(this, ms);
};
function f() {
  console.log(""Hello!"");
}

f.defer(1000); // hiển thị ""Hello!"" sau 1 giây` Thêm vào prototype của tất cả các hàm phương thứcdefer(ms)- trả về một hàm wrapper giúp trì hoãn việc thực thi hàm saumsmili giây, ví dụ:
`defer(ms)` `ms` 
```js
function f(a, b) {
  console.log(a + b);
}

f.defer(1000)(1, 2); // hiển thị 3 sau 1 giây
```
`function f(a, b) {
  console.log(a + b);
}

f.defer(1000)(1, 2); // hiển thị 3 sau 1 giây` Xem đáp án

```js
Function.prototype.defer = function (ms) {
  // lưu lại hàm
  let f = this;
  return function () {
    setTimeout(() => f.apply(this, [...arguments]), ms);
  };
};
function f(a, b) {
  console.log(a + b);
}

f.defer(1000)(1, 2); // hiển thị 3 sau 1 giây
```
`Function.prototype.defer = function (ms) {
  // lưu lại hàm
  let f = this;
  return function () {
    setTimeout(() => f.apply(this, [...arguments]), ms);
  };
};
function f(a, b) {
  console.log(a + b);
}

f.defer(1000)(1, 2); // hiển thị 3 sau 1 giây` Tham khảo:Native prototypes"
403,Tạo HTTP request đến server trong JavaScript qua XMLHttpRequest,Giới thiệu,"Có bao giờ bạn thắc mắc, chuyện gì thực sự diễn ra khi chúng ta gõ một địa chỉ trang web (ví dụ:kungfutech.edu.vn) lên trình duyệt và nhấnEnter?
Đầu tiên, trình duyệt sẽ tìm kiếm địa chỉ IP của server ứng với tên miền, sau đó là mở kết nối TCP đến server thông qua cổng 80 - cổng mặc định của giao thức HTTP. Nếu server tồn tại và chấp nhận kết nối, trình duyệt sẽ gửi yêu cầu dạng GET đến server để lấy thông tin trang web. Tiếp theo, server phản hồi lại trình duyệt theo đúng kết nối đó. Và cuối cùng, trình duyệt xử lý thông tin phản hồi và hiển thị nó lên trang web.
Quá trình này được thực hiện hoàn toàn dựa trên trình duyệt. Tuy nhiên, bài viết này sẽ hướng dẫn bạn gửi yêu cầu HTTP đến server bằng JavaScript thông quađối tượngXMLHttpRequest. Nhưng trước khi đi vào tìm hiểu cách sử dụng XMLHttpRequest, chúng ta hãy lướt qua một chút về giao thức HTTP để biết nó là cái gì trước đã. OK?"
404,Tạo HTTP request đến server trong JavaScript qua XMLHttpRequest,HTTP là gì?,"Theowikipedia: HTTP - viết tắt của HyperText Transfer Protocol - giao thức truyền tải siêu văn bản, là một trong năm chuẩn về mạng Internet, được dùng để liên hệ thông tin giữa máy cung cấp dịch vụ (Web server) và máy sử dụng dịch vụ (Web client). HTTP là một giao thức sử dụng bộ giao thức TCP/IP.
HTTP hỗ trợ các phương thức request sau:
Status-code là một số nguyên gồm 3 chữ số, dùng để phân loại phản hồi được gửi về từ server. Có 5 loại status-code là:
Cụ thể về từng status-code, bạn có thể tìm hiểu thêm tạiđây."
405,Tạo HTTP request đến server trong JavaScript qua XMLHttpRequest,Gửi HTTP request sử dụng XMLHttpRequest,"Thông thường, vì lý do an toàn nên server sẽ chặn các request từ các tên miền khác với ""tên miền của server"". Do đó, bạn sẽ không thể thực hiện gửi HTTP request đến server sử dụng XMLHttpRequest từ localhost. Sau đây, mình sẽ sử dụng server chuyên dùng để test HTTP request tại:https://httpbin.org/
Ví dụ sau gửi phương thức request dạng GET đếnhttps://httpbin.org/get:

```js
const req = new XMLHttpRequest();
req.open(""GET"", ""https://httpbin.org/get"", false);
req.send(null);
console.log(req.status);
console.log(req.responseText);
```
`const req = new XMLHttpRequest();
req.open(""GET"", ""https://httpbin.org/get"", false);
req.send(null);
console.log(req.status);
console.log(req.responseText);` Kết quả trả về là:

```js
200
    {
      ""args"": {},
      ""headers"": {
        ""Accept"": ""*/*"",
        ""Accept-Encoding"": ""gzip, deflate, br"",
        ""Accept-Language"": ""en-US,en;q=0.8,vi;q=0.6"",
        ""Connection"": ""close"",
        ""Host"": ""httpbin.org"",
        ""Origin"": ""null"",
        ""User-Agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1""
      },
      ""origin"": ""183.81.50.73"",
      ""url"": ""https://httpbin.org/get""
    }
```
`200
    {
      ""args"": {},
      ""headers"": {
        ""Accept"": ""*/*"",
        ""Accept-Encoding"": ""gzip, deflate, br"",
        ""Accept-Language"": ""en-US,en;q=0.8,vi;q=0.6"",
        ""Connection"": ""close"",
        ""Host"": ""httpbin.org"",
        ""Origin"": ""null"",
        ""User-Agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1""
      },
      ""origin"": ""183.81.50.73"",
      ""url"": ""https://httpbin.org/get""
    }` Trong JavaScript, câu lệnh để tạo mới một đối tượng XMLHttpRequest:var req = new XMLHttpRequest();.
Sau khi đã có đối tượng req, mình sử dụng phương thứcopenđể cấu hình cho request. Trong đó:
Lúc này, request mới được cấu hình. Để gửi request này đến server, mình sẽ sử dụng phương thứcsendvới đối số làbodycủa request. Trong ví dụ này, mình gửi request kiểuGETnên body chỉ cần lànull.
Kết quả trả về có nhiều thuộc tính, nhưng quan trọng nhất là 2 thuộc tính:
Ngoài ra, nhiều trường hợp bạn phải chèn thêm header cho request thì server mới chấp nhận. Để làm được việc này, bạn có thể sử dụng phương thứcsetRequestHeaderđơn giản như sau:

```js
XMLHttpRequest.setRequestHeader(header, value);
```
`XMLHttpRequest.setRequestHeader(header, value);` Ví dụ, để cấu hình request sử dụng body kiểu JSON, bạn có thể set header ""Content-Type"":

```js
req.setRequestHeader(""Content-Type"", ""application/json;charset=UTF-8"");
```
`req.setRequestHeader(""Content-Type"", ""application/json;charset=UTF-8"");` Ví dụ sau gửi phương thức request dạng POST:

```js
const req = new XMLHttpRequest();
req.open(""POST"", ""https://httpbin.org/post"", false);
req.setRequestHeader(""Content-Type"", ""application/json; charset=UTF-8"");

const jsonBody = {
  name: ""Thaycacac"",
  url: ""kungfutech.edu.vn"",
};
req.send(jsonBody);

console.log(req.status);
console.log(req.responseText);
```
`const req = new XMLHttpRequest();
req.open(""POST"", ""https://httpbin.org/post"", false);
req.setRequestHeader(""Content-Type"", ""application/json; charset=UTF-8"");

const jsonBody = {
  name: ""Thaycacac"",
  url: ""kungfutech.edu.vn"",
};
req.send(jsonBody);

console.log(req.status);
console.log(req.responseText);` Kết quả:

```js
200
    {
      ""args"": {},
      ""data"": ""[object Object]"",
      ""files"": {},
      ""form"": {},
      ""headers"": {
        ""Accept"": ""*/*"",
        ""Accept-Encoding"": ""gzip, deflate, br"",
        ""Accept-Language"": ""en-US,en;q=0.8,vi;q=0.6"",
        ""Connection"": ""close"",
        ""Content-Length"": ""15"",
        ""Content-Type"": ""application/json; charset=UTF-8"",
        ""Host"": ""httpbin.org"",
        ""Origin"": ""null"",
        ""User-Agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1""
      },
      ""json"": null,
      ""origin"": ""183.81.50.73"",
      ""url"": ""https://httpbin.org/post""
    }
```
`200
    {
      ""args"": {},
      ""data"": ""[object Object]"",
      ""files"": {},
      ""form"": {},
      ""headers"": {
        ""Accept"": ""*/*"",
        ""Accept-Encoding"": ""gzip, deflate, br"",
        ""Accept-Language"": ""en-US,en;q=0.8,vi;q=0.6"",
        ""Connection"": ""close"",
        ""Content-Length"": ""15"",
        ""Content-Type"": ""application/json; charset=UTF-8"",
        ""Host"": ""httpbin.org"",
        ""Origin"": ""null"",
        ""User-Agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1""
      },
      ""json"": null,
      ""origin"": ""183.81.50.73"",
      ""url"": ""https://httpbin.org/post""
    }` Phần này cũng tương tự như phần sử dụng phương thức GET. Chỉ khác là ở đây, mình sử dụng phương thứcsetRequestHeaderđể cấu hìnhcontent-typelà JSON. Khi gửi request, thay vì gửinullthì ở đây mình gửi đi một đối tượng JSON.
Đối với các phương thức request còn lại như PUT, DELETE, HEAD,... bạn có thể làm tương tự như hai ví dụ trên.
Trong các ví dụ trên, mình mới chỉ sử dụng request đồng bộ. Việc sử dụng request đồng bộ dẫn đến chương trình bị dừng lại để chờ cho đến khi có thông tin phản hồi từ server.
Nếu như server bị lỗi, hoặc việc xử lý request mất nhiều thời gian, điều này dẫn đến chương trình sẽ bị dừng hoạt động, trang web sẽ bịđơ.
Do đó, chỉ nên sử dụng request đồng bộ với những yêu cầu có thể xử lý nhanh. Nhìn chung, bạn nên sử dụng request bất đồng bộ.
Như mình đã nói ở trên, để cấu hình request là bất đồng bộ, bạn chỉ cần truyền vàotrueở thuộc tính thứ 3 của phương thứcopen. Ngoài ra, bạn cần phảiđăng ký sự kiệnloadvà truyền vào hàm callback - hàm này được thực hiện khi có thông tin phản hồi từ server.

```js
const req = new XMLHttpRequest();
req.open(""GET"", ""https://httpbin.org/get"", true);
req.addEventListener(""load"", function () {
  console.log(req.status);
  console.log(req.responseText);
});
req.send(null);
console.log(""Sent"");
```
`const req = new XMLHttpRequest();
req.open(""GET"", ""https://httpbin.org/get"", true);
req.addEventListener(""load"", function () {
  console.log(req.status);
  console.log(req.responseText);
});
req.send(null);
console.log(""Sent"");` Kết quả:

```js
Sent
    200
    {
      ""args"": {},
      ""headers"": {
        ""Accept"": ""*/*"",
        ""Accept-Encoding"": ""gzip, deflate, br"",
        ""Accept-Language"": ""en-US,en;q=0.8,vi;q=0.6"",
        ""Connection"": ""close"",
        ""Host"": ""httpbin.org"",
        ""Origin"": ""null"",
        ""User-Agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1""
      },
      ""origin"": ""183.81.50.73"",
      ""url"": ""https://httpbin.org/get""
    }
```
`Sent
    200
    {
      ""args"": {},
      ""headers"": {
        ""Accept"": ""*/*"",
        ""Accept-Encoding"": ""gzip, deflate, br"",
        ""Accept-Language"": ""en-US,en;q=0.8,vi;q=0.6"",
        ""Connection"": ""close"",
        ""Host"": ""httpbin.org"",
        ""Origin"": ""null"",
        ""User-Agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1""
      },
      ""origin"": ""183.81.50.73"",
      ""url"": ""https://httpbin.org/get""
    }` Kết quả cho thấy, dòng lệnhconsole.log('Sent')được thực hiện ngay sau lệnhreq.send(null). Và 2 câu lệnhconsole.log(req.status); console.log(req.responseText);chỉ được thực hiện khi có thông tin phản hồi về từ server. Đó chính là cách thức hoạt động của XMLHttpRequest bất đồng bộ.
Ngoài ra, bạn có thể đăng ký sự kiệnerrorđể xử lý trường hợp request bị lỗi:

```js
const req = new XMLHttpRequest();
req.open(""GET"", ""https://httpbin.org/get"", true);
req.addEventListener(""load"", function () {
  console.log(req.status);
  console.log(req.responseText);
});
req.addEventListener(""error"", function () {
  console.log(""Error occurred!"");
});
req.send(null);
console.log(""Sent"");
```
`const req = new XMLHttpRequest();
req.open(""GET"", ""https://httpbin.org/get"", true);
req.addEventListener(""load"", function () {
  console.log(req.status);
  console.log(req.responseText);
});
req.addEventListener(""error"", function () {
  console.log(""Error occurred!"");
});
req.send(null);
console.log(""Sent"");`"
406,Tạo HTTP request đến server trong JavaScript qua XMLHttpRequest,Tổng kết,"Trên đây là một số kiến thức cơ bản về HTTP và cách sử dụng XMLHttpRequest trong JavaScript để gửi HTTP request. Mình có thể tóm tắt như sau:
Về HTTP và XMLHttpRequest còn rất nhiều thứ, bài viết này chỉ đưa ra những kiến thức cơ bản nhất. Bạn có thể tự tìm hiểu thêm trên Internet.
Xin chào và hẹn gặp lại bạn ở bài viết tiếp theo, thân ái!"
407,Object là gì? Object trong Javascript,Giới thiệu,"Như mình đã nói trong bàicác kiểu dữ liệu trong JavaScript, JavaScript có7 kiểu dữ liệu nguyên thủyvà1 kiểu dữ liệu dạng tham chiếu. Đó là object trong JavaScript.
Để hiểu object (đối tượng) là gì, mình sẽ đưa ra một ví dụ về máy tính. Cụ thể, máy tính của mình có những đặc điểm sau:
Ở đây,máy tính của mình: chính là mộtJavaScript object. Đối tượng này có cácthuộc tính(properties):loại, hãng, hệ điều hành, card đồ hoạvới các giá trị tương ứng làlaptop, Sony, Windows 7, NVIDIA."
408,Object là gì? Object trong Javascript,Vậy object trong JavaScript là gì?,"Object trong JavaScriptlà một khái niệm trừu tượng dùng để biểu diễn một vật thể (cụ thể). Trong đó, các thuộc tính dùng để miêu tả đặc điểm, tính chất của đối tượng.
Về bản chất, object là tập hợp của cáckeyvàvalue. Vớikeygọi là thuộc tính, cònvaluelà giá trị tương ứng của thuộc tính.
Lưu ý"
409,Object là gì? Object trong Javascript,Biểu diễn object trong JavaScript,"JavaScript object sử dụng cặp dấu ngoặc{}để biểu diễn:
`{}` 
```js
{
  key1: value1,
  key2: value2,
  key3: value3,
  ...
}
```
`{
  key1: value1,
  key2: value2,
  key3: value3,
  ...
}` Trong đó:
`,` Áp dụng cho ví dụ trên:

```js
let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  os: ""Windows 7"",
  graphicCard: ""NVIDIA"",
};
```
`let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  os: ""Windows 7"",
  graphicCard: ""NVIDIA"",
};` 💡Chú ý: Cặpkey-valuecuối cùng không nhất thiết phải có dấu phẩy,. Nhưng để đảm bảo tính đồng nhất thì bạn nên thêm vào dấu phẩygraphicCard: ""NVIDIA"",.
`,` `graphicCard: ""NVIDIA"",` Đặc điểm này được gọi làtrailing commahay ""dấu phẩy đuôi"".
Ngoài ra, để khai báoobject rỗngbạn có thể sử dụng một trong hai cách sau:

```js
// Objec rỗng không có thuộc tính nào
let myComputer = {};

// Hoặc sử dụng hàm khởi tạo object
let yourComputer = new Object();
```
`// Objec rỗng không có thuộc tính nào
let myComputer = {};

// Hoặc sử dụng hàm khởi tạo object
let yourComputer = new Object();` Trong đó,new Object()là cú pháphàmkhởi tạo củaobject. Cách này ít sử dụng hơn cách đầu tiên.
`new Object()`"
410,Object là gì? Object trong Javascript,Cách sử dụng object trong JavaScript,"Khi đã khởi tạo được object rồi thì vấn đề tiếp theo là làm sao sử dụng được object. Cụ thể là cách thức để truy cập vào thuộc tính của object.
Có 2 cách để lấy ra giá trị của một thuộc tính trong object:
`.` `[]` Ví dụ mô tả cách truy cập thuộc tính object:

```js
let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  os: ""Windows 7"",
  graphicCard: ""NVIDIA"",
};

console.log(myComputer.type); // laptop
console.log(myComputer.brand); // Sony
console.log(myComputer.os); // Windows 7
console.log(myComputer.graphicCard); // NVIDIA

console.log(myComputer[""type""]); // => laptop
console.log(myComputer[""brand""]); // => Sony
console.log(myComputer[""os""]); // => Windows 7
console.log(myComputer[""graphicCard""]); // => NVIDIA
```
`let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  os: ""Windows 7"",
  graphicCard: ""NVIDIA"",
};

console.log(myComputer.type); // laptop
console.log(myComputer.brand); // Sony
console.log(myComputer.os); // Windows 7
console.log(myComputer.graphicCard); // NVIDIA

console.log(myComputer[""type""]); // => laptop
console.log(myComputer[""brand""]); // => Sony
console.log(myComputer[""os""]); // => Windows 7
console.log(myComputer[""graphicCard""]); // => NVIDIA` Đặc biệt, toán tử.chỉ dùng được trong trường hợp tên thuộc tính không có kí tự đặc biệt (ngoại trừ kí tự_và$).
`.` `_` `$` Khikeychứa dấu cách, hoặc các ký tự đặc biệt khác thì bạn bắt buộc phải sử dụng toán tử[].
`[]` Ví dụ:

```js
let myComputer = {
  _type: ""laptop"",
  $brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

console.log(myComputer._type); // laptop
console.log(myComputer.$brand); // Sony
console.log(myComputer[""operating system""]); // Windows 7
console.log(myComputer.operating system); // ERROR -> lỗi cú pháp
```
`let myComputer = {
  _type: ""laptop"",
  $brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

console.log(myComputer._type); // laptop
console.log(myComputer.$brand); // Sony
console.log(myComputer[""operating system""]); // Windows 7
console.log(myComputer.operating system); // ERROR -> lỗi cú pháp` 📝 Khikeychứa dấu cách hoặc các ký tự đặc biệt (khác_và$), bạn cần phải đểkeybên trong cặp dấu nháy kép""""hoặc nháy đơn''.
`_` `$` `""""` `''` `console.log` 
```js
let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  os: ""Windows 7"",
  graphicCard: ""NVIDIA"",
};

console.log(myComputer);
```
`let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  os: ""Windows 7"",
  graphicCard: ""NVIDIA"",
};

console.log(myComputer);` Kiểm tra trênDev Tools, bạn sẽ thấy toàn bộ object được in ra."
411,Object là gì? Object trong Javascript,Cập nhật JavaScript object,"Đểthay đổi giá trị thuộc tínhcủa object, bạn chỉ cần sử dụng cách truy cập ở trên và gán giá trị mới cho thuộc tính đó.

```js
let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

myComputer.type = ""desktop"";
myComputer[""operating system""] = ""Ubuntu"";
console.log(myComputer.type); // => desktop
console.log(myComputer[""operating system""]); // => Ubuntu
```
`let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

myComputer.type = ""desktop"";
myComputer[""operating system""] = ""Ubuntu"";
console.log(myComputer.type); // => desktop
console.log(myComputer[""operating system""]); // => Ubuntu` Bạn cũng có thểthêm thuộc tính cho objectnhư sau:

```js
let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

myComputer.status = ""sleep"";
myComputer[""it is good""] = true;
console.log(myComputer.status); // sleep
console.log(myComputer[""it is good""]); // => true
```
`let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

myComputer.status = ""sleep"";
myComputer[""it is good""] = true;
console.log(myComputer.status); // sleep
console.log(myComputer[""it is good""]); // => true` Đểxóa một thuộc tính của objecttrong JavaScript, bạn sử dụng toán tửdelete:
`delete` 
```js
let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

delete myComputer.brand;
delete myComputer[""graphic card""];
console.log(myComputer.brand); // undefined
console.log(myComputer[""graphic card""]); // undefined
```
`let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

delete myComputer.brand;
delete myComputer[""graphic card""];
console.log(myComputer.brand); // undefined
console.log(myComputer[""graphic card""]); // undefined` Khi bạn đã xóa thuộc tínhbrandvà""graphic card""thì các thuộc tính này không tồn tại trong object nữa, hay giá trị của chúng trở thànhundefined.
`brand` `""graphic card""` `undefined` Nói cách khác, giá trị của một thuộc tính không tồn tại trong object làundefined, ví dụ:
`undefined` 
```js
let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

console.log(myComputer.status); // undefinedconsole.log(myComputer[""it is good""]); // undefined
```
`let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

console.log(myComputer.status); // undefinedconsole.log(myComputer[""it is good""]); // undefined`"
412,Object là gì? Object trong Javascript,Toán tử ngoặc vuông[]trong object JS,"`[]` JavaScript cho phép bạn truy cập vào thuộc tính với giá trị củakeylàbiếnhoặc biểu thức.
Khi đó, giá trị củakeysẽ được tính toán trong thời gian chạy (runtime), ví dụ:

```js
let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

// sử dụng biến
let operatingSystem = ""operating system"";
console.log(myComputer[operatingSystem]); // Windows 7
// sử dụng biểu thức
console.log(myComputer[""graphic"" + "" "" + ""card""]); // NVIDIA
```
`let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

// sử dụng biến
let operatingSystem = ""operating system"";
console.log(myComputer[operatingSystem]); // Windows 7
// sử dụng biểu thức
console.log(myComputer[""graphic"" + "" "" + ""card""]); // NVIDIA` `.` 
```js
let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

const operatingSystem = ""operating system"";
console.log(myComputer.operatingSystem); // undefined
```
`let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

const operatingSystem = ""operating system"";
console.log(myComputer.operatingSystem); // undefined` Trong trường hợpmyComputer.operatingSystem, JavaScript hiểu là bạn đang muốn truy cập vào thuộc tínhoperatingSystemmà trong objectmyComputerlại không có thuộc tính nào như vậy.
`myComputer.operatingSystem` `operatingSystem` `myComputer` Không chỉ dừng lại ở việc truy cập thuộc tính runtime, bạn cũng có thể dùng toán tử[]để khởi tạo object trong JavaScript như sau:
`[]` 
```js
let t = ""type"";
const operatingSystem = ""operating system"";

let myComputer = {
  [t]: ""laptop"",
  brand: ""Sony"",
  [operatingSystem]: ""Windows 7"",
  [""graphic"" + "" "" + ""card""]: ""NVIDIA"",
};

console.log(myComputer.type); // ""laptop""
console.log(myComputer[""operating system""]); // Windows 7
console.log(myComputer[""graphic card""]); // NVIDIA
```
`let t = ""type"";
const operatingSystem = ""operating system"";

let myComputer = {
  [t]: ""laptop"",
  brand: ""Sony"",
  [operatingSystem]: ""Windows 7"",
  [""graphic"" + "" "" + ""card""]: ""NVIDIA"",
};

console.log(myComputer.type); // ""laptop""
console.log(myComputer[""operating system""]); // Windows 7
console.log(myComputer[""graphic card""]); // NVIDIA`"
413,Object là gì? Object trong Javascript,Cú pháp rút gọn thuộc tính khi khởi tạo object,"Khi lập trình, bạn sẽ gặp trường hợp là: bạn muốn sử dụng tên biến làm thuộc tính cho object, ví dụ:

```js
function makeComputer(type, brand, os, graphicCard) {
  return {
    type: type,
    brand: brand,
    os: os,
    graphicCard: graphicCard,
  };
}

// Ví dụ
let myComputer = makeComputer(""laptop"", ""Sony"", ""Windows 7"", ""NVIDIA"");
console.log(myComputer.type); // laptop
console.log(myComputer.brand); // Sony
console.log(myComputer.os); // Windows 7
console.log(myComputer.graphicCard); // NVIDIA
```
`function makeComputer(type, brand, os, graphicCard) {
  return {
    type: type,
    brand: brand,
    os: os,
    graphicCard: graphicCard,
  };
}

// Ví dụ
let myComputer = makeComputer(""laptop"", ""Sony"", ""Windows 7"", ""NVIDIA"");
console.log(myComputer.type); // laptop
console.log(myComputer.brand); // Sony
console.log(myComputer.os); // Windows 7
console.log(myComputer.graphicCard); // NVIDIA` Trong ví dụ trên, bạn thấy rằng các thuộc tính trùng với tên của tham số truyền vào hàm:type: type,brand: brand,os: osvàgraphicCard: graphicCard.
`type: type` `brand: brand` `os: os` `graphicCard: graphicCard` Để tránh phải viết lặp lại như vậy, JavaScript cung cấp cú pháp rút gọn như sau:

```js
function makeComputer(type, brand, os, graphicCard) {
  return {
    type,
    brand,
    os,
    graphicCard,
  };
}

// Ví dụ
let myComputer = makeComputer(""laptop"", ""Sony"", ""Windows 7"", ""NVIDIA"");
console.log(myComputer.type); // laptop
console.log(myComputer.brand); // Sony
console.log(myComputer.os); // Windows 7
console.log(myComputer.graphicCard); // NVIDIA
```
`function makeComputer(type, brand, os, graphicCard) {
  return {
    type,
    brand,
    os,
    graphicCard,
  };
}

// Ví dụ
let myComputer = makeComputer(""laptop"", ""Sony"", ""Windows 7"", ""NVIDIA"");
console.log(myComputer.type); // laptop
console.log(myComputer.brand); // Sony
console.log(myComputer.os); // Windows 7
console.log(myComputer.graphicCard); // NVIDIA`"
