id,bai,tieude,noidung
68,Adding Parameters to Functions,Bài tập,"Cho 2 số
a
và
b
. Sử dụng hàm
get_sum
để tính tổng của
a
,
b
và in ra kết quả
Ví dụ
:
Cho
a = 5; b = 4;
In ra: 9
Cho
a = 1; b = 2;
In ra: 3
Cho
a = 5; b = 4;
In ra: 9
Cho
a = 1; b = 2;
In ra: 3
Đầu vào
: Không có
Đầu ra
: hiển thị tổng của a và b"
69,Adding Parameters to Functions,Gợi ý,Đọc phần lý thuyết để biết là thế nào để gọi function với tham số
70,Adding Parameters to Functions,Lý thuyết,"Sinh viên hiểu về việc thêm tham số vào funcion
Bạn có thể chỉ định tham số khi bạn khai báo function của mình để nhận giá trị đầu vào trong thời gian chạy. Các tham số hoạt động như các biến giữ chỗ trong một function; chúng được thay thế vào thời gian chạy bằng các giá trị (được gọi là đối số) được cung cấp cho function tại thời điểm gọi.
Các tham số được đặt trên dòng đầu tiên của hàm bên trong bộ dấu ngoặc đơn, như thế này:
```js
functionfunctionName(parameter1,parameter2,parameter3){// Code to be executed}
```
Function
displaySum()
trong ví dụ sau lấy hai số làm đối số, chỉ cần thêm chúng vào và sau đó chúng sẽ hiển thị kết quả.
```js
// Defining functionfunctiondisplaySum(num1,num2){vartotal=num1+num2;console.log(total);}// Calling functiondisplaySum(6,20);// 0utputs: 26displaySum(-5,17);// 0utputs: 12
```
Bạn có thể định nghĩa bao nhiêu tham số tùy thích. Tuy nhiên, đối với mỗi tham số bạn chỉ định, một đối số tương ứng cần được truyền cho hàm khi nó được gọi, nếu không giá trị của nó sẽ không được xác định
undefined
. Hãy xem xét ví dụ sau:
```js
// Defining functionfunctionshowFullname(firstName,lastName){console.log(firstName+"" ""+lastName);}// Calling functionshowFullname(""Tuan"",""Phong"");// 0utputs: Tuan PhongshowFullname(""Vuong"");// 0utputs: Vuong undefined
```"
71,Callback function,Gợi ý,"Đọc phần lý thuyết để hiểu về hàm
callback
(callback )"
72,Callback function,Lý thuyết,"Sinh viên hiểu về hàm
callback
và cách sử dụng nó để giải quyết vấn đề trong thực tế.
Hàm callback là một hàm được truyền vào một hàm khác dưới dạng đối số, sau đó được gọi bên trong hàm ngoài để hoàn thành một số loại thường trình hoặc hành động.
Ví dụ:
```js
functionfinish_add_numbers(){console.log('Finish function');}functionadd_two_numbers(a,b,callback){varsum=a+b;console.log(sum);callback();}add_two_numbers(2,4,finish_add_numbers);// output:// 6// Finish function
```
```js
functionfunctionOne(x){returnx;};functionfunctionTwo(var1){// some code}functionTwo(functionOne);
```
Phương thức chuyển các hàm này sang các hàm khác để sử dụng chúng bên trong được sử dụng trong các thư viện JavaScript ở hầu hết mọi nơi.
Tên chung cho hàm được truyền vào là hàm callback.
Trong lập trình máy tính, một cuộc gọi lại là một đoạn mã thực thi được truyền dưới dạng đối số cho mã khác, dự kiến sẽ gọi lại (thực thi) đối số vào một thời điểm thuận tiện.
Lệnh gọi có thể ngay lập tức như trong một cuộc gọi lại đồng bộ hoặc nó có thể xảy ra vào thời gian sau, như trong một cuộc gọi lại không đồng bộ.
Chúng tôi sẽ quay lại các cuộc gọi lại đồng bộ và không đồng bộ trong một phần khác.
```js
functionfunctionOne(x){console.log(x);}functionfunctionTwo(var1,callback){callback(var1);}functionTwo(2,functionOne);
```
Đây là một ví dụ về việc sử dụng biến callback trong Hàm JavaScript.
One nhận một đối số và đưa ra x là đối số của nó.
FunctionTwo nhận 1 đối số và 1  function.
Sau đó, FunctionTwo chuyển đối số mà nó đưa vào cho hàm mà nó đã thực hiện.
FunctionOne là hàm callback trong trường hợp này.
Vì JavaScript có sẵn các hàm vô danh, bạn cũng có thể chuyển các Hàm vô danh dưới dạng một biến cho một hàm.
```js
functionfunctionTwo(var1,callback){callback(var1);}functionTwo(1,function(x){alert(x);})
```
Trong trường hợp nay, hàm callback được khởi tạo khi chúng ta gọi functionTwo.
Hay nhớ rằng chúng ta có thể gọi hàm callback bên trong functionTwo nhiều lần nếu bạn muốn
```js
functionfunctionTwo(var1,callback){callback(var1);callback(var1);}functionTwo(1,function(x){console.log(x);})
```
Không giới hạn việc gọi bao nhiêu lần
Một điều khác cần chú ý là bạn có thể chuyển bao nhiêu hàm callback tùy thích sang chức năng khác.
```js
functionfunctionTwo(var1,var2,callback1,callback2){callback1(var1);callback2(var2);}functionTwo(1,2,function(x){console.log(x);},function(x){console.log(x);})
```
```js
functionfunctionOne(x){console.log(x);}
```
FunctionOne được định nghĩa để hiển thị giá trị của đối số được truyền vào nó.
Kiểm tra
```js
functionOne(2);
```
Khi functionOne được gọi
FunctionOne sẽ hiển thị cho chúng ta số 2
Tiếp tục, Cũng định nghĩa functionTwo
```js
functionfunctionTwo(x){console.log(x);}
```
FunctionTwo được định nghĩa để hiển thị giá trị của đối số được truyền vào nó.
Nó chính xác là giông functionOne
```js
functionTwo(2);
```
When functionTwo is called
FunctionTwo sẽ hiển thị cho chúng ta số 2
Điều này được mong đợi bởi vì nó có chức năng tương tự như functionOne.
Chúng ta hãy viết lại định nghĩa của functionTwo để nó nhận một biến và một hàm.
Sau đó, nó sẽ truyền biến cho hàm được truyền vào.
```js
functionfunctionTwo(var1,callback){callback(var1);}
```
Chúng tôi đặt tên cho hàm được truyền vào functionTwo là callback.
Hãy kiểm tra nó bằng cách chuyển số 2 và hàm functionOne
```js
functionTwo(2,functionOne);
```
Khi functionTwo được gọi.
Nó làm việc giống như trước.
FunctionTwo sẽ hiển thị cho chúng ta số 2
Tuy nhiên, lần này, thay vì functionTwo có lệnh hiển thị bên trong nó, nó đã sử dụng lệnh bên trong functionOne.

Lần này hãy thử nó theo một cách khác.
Chúng tôi tiếp tục chuyển vào số 2, ngoại trừ lần này thay vì chuyển vào hàm functionOne, chúng tôi chuyển vào một hàm vô danh.
```js
functionTwo(2,function(x){console.log(x);});
```
Khi functionTwo được gọi.
Nó làm việc giống như trước.
FunctionTwo sẽ hiển thị cho chúng ta số 2
Tuy nhiên, lần này, thay vì functionTwo có lệnh cảnh báo bên trong nó, nó đã sử dụng lệnh bên trong hàm vô danh mà chúng ta đã truyền vào.

Chúng ta hãy viết lại định nghĩa của hàmTwo để nó có một biến và hai hàm.
```js
functionfunctionTwo(var1,callback1,callback2){callback1(var1);callback2(var1);}
```
Hàm hai bây giờ có một biến và hai hàm.
Chúng tôi đặt tên cho các hàm được truyền vào functionTwo là callback1 và callback2.
Sau đó, nó chuyển biến này đến hàm đầu tiên - callback1.
Sau đó nó chuyển biến này sang hàm thứ hai - callback2.

Hãy kiểm tra nó bằng cách chuyển số 2 và hàm functionOne trong hai lần
```js
functionTwo(2,functionOne,functionOne);
```
Khi functionTwo được gọi.
Nó làm việc giống như trước cho mỗi hàm
FunctionTwo hiển thị số 2 với 2 lần

Cuối cùng, hãy kiểm tra nó bằng cách chuyển số 2, hàm functionOne và hàm vô danh.
Hàm vô danh sẽ hiển thị kết quả của việc thêm hai vào số được truyền vào nó.
```js
functionTwo(2,functionOne,function(x){alert(x+2);});
```
Khi functionTwo được gọi.
Đầu tiên sẽ hiển thị 2
Và sau đó sẽ hiển thị 4"
73,Math.pow(),Gợi ý,Đọc phần lý thuyết để biết về các phương thức của number
74,Math.pow(),Lý thuyết,"Sinh viên hiểu về các phương thức Number
Đối tượng JavaScript Number là một đối tượng bao bọc cho phép bạn làm việc với các giá trị số. Một đối tượng Number có thể được tạo ra sử dụng hàm khởi tạo Number().
Các phương thức phổ biến của number
Phương thức
Mô tả
Number.isFinite()
Nó xác định xem giá trị đã cho có phải là số hữu hạn hay không.
Number.isInteger()
Nó xác định xem giá trị đã cho có phải là số nguyên hay không.
Number.parseFloat()
Nó chuyển đổi chuỗi đã cho thành một số dấu phẩy động.
Number.parseInt()
Nó chuyển đổi chuỗi đã cho thành một số nguyên.
Number.prototype.toFixed()
Nó trả về chuỗi đại diện cho một số có chữ số chính xác sau dấu thập phân.
Number.prototype.toString()
Nó trả về số đã cho dưới dạng chuỗi.
Ví dụ
```js
Number.isFinite(1/0);// falseNumber.isFinite(10/5);// trueNumber.isFinite(0/0);// falseNumber.isInteger(99999999999999999999999);// trueNumber.isInteger(0.1);// falseNumber.isInteger(Math.PI);// falseNumber.parseFloat('10')//10Number.parseFloat('10.00')//10Number.parseFloat('237,21')//237Number.parseFloat('237.21')//237.21Number.parseFloat('12 34 56')//12Number.parseFloat(' 36 ')//36Number.parseFloat('36 is my age')//36Number.parseInt('10')//10Number.parseInt('10.00')//10Number.parseInt('237,21')//237Number.parseInt('237.21')//237Number.parseInt('12 34 56')//12Number.parseInt(' 36 ')//36Number.parseInt('36 is my age')//36varnumObj=12345.6789;numObj.toFixed();// Returns '12346': note rounding, no fractional partnumObj.toFixed(1);// Returns '12345.7': note roundingnumObj.toFixed(6);// Returns '12345.678900': note added zeros(10).toString();// Returns '10'(17).toString();// Returns '17'(17.2).toString();// Returns '17.2'
```"
75,Math exercise 01,Bài tập,"Cho 1 số tự nhiên n.Viết chương trình để kiểm trả n có phải là kết quả bình phương của 1 số tự nhiên hay không
Ví dụ
:
Cho
n = 16;
In ra
true
Cho
n= 18;
In ra
false
Đầu vào
: n
Đầu ra
:
true
hay
false
. true nếu n là kết quả bình phương của 1 số tự nhiên
Cho
n = 16;
In ra
true
Cho
n= 18;
In ra
false"
76,Math exercise 01,Gợi ý,"Đọc phần lý thuyết để hiểu hơn về
Math.sqrt()"
77,Math exercise 01,Lý thuyết,"Sinh viên hiểu hơn về
Math.sqrt()
và cách sử dụng nó để giải quyết vấn đề trong thực tế
Math.sqrt()
trả về giá trị căn bậc 2 của 1 số
Cú pháp
```js
Math.sqrt(x)
```
Ví dụ
:
```js
Math.sqrt(9);// 3Math.sqrt(2);// 1.414213562373095Math.sqrt(1);// 1Math.sqrt(0);// 0Math.sqrt(-1);// NaNMath.sqrt(-0);// -0
```"
78,Math Methods,Bài tập,"Cho 4 số
a, b,c và d
. In ra số lớn nhất và số nhỏ nhất.
Ví dụ
:
Cho
a = 1; b =2; c = 3; d = 4;
In ra
""4 1""
;
Đầu vào
:
a, b,c và d
Đâu ra
: In ra số lớn nhất và số nhỏ nhất.
Cho
a = 1; b =2; c = 3; d = 4;
In ra
""4 1""
;"
79,Math Methods,Gợi ý,"Đọc phần lý thuyết để hiểu hơi về
Math.max()
và
Math.min()"
80,Math Methods,Lý thuyết,"Sinh viên hiểu về
Math.max()
và
Math.min()
và các sử dụng nó để giải quyết vấn đề trong thực tế
Math.max()
trả vế số lớn nhất trong các số đã cho
Cú pháp
```js
Math.max([value1[,value2[,...]]])
```
Ví dụ
:
```js
console.log(Math.max(1,3,2));// output: 3console.log(Math.max(-1,-3,-2));// output: -1
```
Math.min()
trả về số nhỏ nhất trong cách số đã cho, hoạc NaN nếu các tham số không phải là kiểu số
Cú pháp
```js
Math.min([value1[,value2[,...]]])
```
Ví dụ:
```js
console.log(Math.min(2,3,1));// output: 1console.log(Math.min(-2,-3,-1));// output: -3
```"
81,test if a number is a power of 2,Bài tập,"Cho 2 số a và b. In ra kết quả của
a
2
+ b
2
Ví dụ
Cho
a = 1; b = 2;
in ra
5
Cho
a = 2; b = 5;
in ra
29
Đầu vào
: a và b
Đầu ra
: In ra kết quả của
a
2
+ b
2
Cho
a = 1; b = 2;
in ra
5
Cho
a = 2; b = 5;
in ra
29"
82,test if a number is a power of 2,Gợi ý,"Đọc phần lý thuyết để hiểu hơn về phương thức
Math.pow()"
83,test if a number is a power of 2,Lý thuyết,"Mục tiêu
Sinh viên hiểu hơn về
Math.pow()
và các sử dụng nó để giải quyết vấn đề trong thực tế
Math.pow()
trả về giá trị hàm mũ với cơ số (base) là tham số đầu tiên và mũ (exponent) là tham số thứ hai.
Cú pháp
```js
Math.pow(base,exponent)
```
Ví dụ
```js
console.log(Math.pow(3,2));// output: 9console.log(Math.pow(7,3));// output: 343console.log(Math.pow(4,0.5));// output: 2console.log(Math.pow(7,-2));// output: 0.02040816326530612console.log(Math.pow(-7,0.5));// output: NaN​
```"
84,JS 3.4 Operators - Assignment Operators,Bài tập,"Cho 1 số tự nhiên
a
. Sử dụng toán tử gán vào những toán tử sau và in giá trị của
a
sau khi thay đổi
```js
a=a*2;a=a+9;a=a-4;a=a/3;a=a%3;
```
Vi dụ: Cho
a = 5
, In ra sẽ là
```js
10191552
```
Đầu vào:
một số tự nhiên
a
Đầu ra:
giá trị của
a
sau khi thay đổi"
85,JS 3.4 Operators - Assignment Operators,Gợi ý,Đọc phần lý thuyết sau để hiểu về toán tử gán
86,JS 3.4 Operators - Assignment Operators,Lý thuyết,"Sinh viên hiểu về toán tử gán và cách sử dụng chúng trong bài toán thực tế.
Assignment operators (most popular):
=
+=
-=
*=
/=
%=
Mặc dù chúng ta thảo luận về chúng không phải là những toán tử đầu tiên, nhưng đây là các toán tử được sử dụng thường xuyên nhất, đặc biệt là toán tử gán đơn giản = để gán giá trị cho một biến (cũng được gọi là gán giá trị cho biến). Chúng ta đã nhiều lần thấy các ví dụ về việc sử dụng các phép gán đơn giản.
Chú ý duy nhất có thể có trong việc sử dụng phép gán đơn giản là khi kiểu biến ở vế bên trái không tương đồng với giá trị hoặc loại biến ở  vế bên phải. Sự khác biệt về kiểu có thể dẫn đến
thu hẹp
hoặc
mở rộng
giá trị trong trường hợp kiểu biến là nguyên thủy,
boxing
hoặc
unboxing
khi một biến là loại nguyên thủy và biến còn lại là loại tham chiếu. Chúng ta sẽ thảo luận về
Thu hẹp và mở rộng conversion of kiểu nguyên thủy
và
Boxing và unboxing giữa kiểu nguyên thủy và kiểu tham chiếu
sau
.
Cách viết tắt của toán tử gán (
+= -= *= /= %=
) được gọi là toán tử gán phức hợp:
```js
x+=2;// assigns the result of this addition: x = x + 2;x-=2;// assigns the result of this subtraction: x = x - 2;x*=2;// assigns the result of this multiplication: x = x * 2;x/=2;// assigns the result of this division: x = x / 2;x%=2;// assigns the remainder of this division: x = x % 2;
```
Ví dụ dưới đây cho chúng ta biết cách các toán tử hoạt động.
```js
varx=1;x+=2;console.log(x);// output: 3x-=1;console.log(x);// output: 2x*=2;console.log(x);// output: 4x/=2;console.log(x);// output: 2x%=2;console.log(x);// output: 0
```"
87,remainder operator %,Bài tập,"Cho 1 số a. Tìm phần dư của
a chia cho 5
a chia cho 3
a chia cho 2
Và in các phần dư ra màn hình
Ví dụ
Cho
a = 13
, in ra
Cho
a = 13
, in ra
```js
remainderofa divided by5is3remainderofa divided by3is1remainderofa divided by2is1
```
Đầu vào
: a
Đầu ra
: Các phần dư của a"
88,remainder operator %,Gợi ý,"Nhớ lại toán tự
%
trong phần trước"
89,JS 3.2 Operators - relational  Operators,Bài tập,"Cho 2 số tự nhiên
a
và
b
. Viết chương trình để in ra kết quả so sánh (
true
or
false
) của
a
và
b
. Nhưng toán tử so sánh sau
a == b, a != b, a > b, a < b, b >= a, b <= a
Ví dụ
: Cho
a = 10, b = 11
, kết quả sẽ là:
```js
a==b isfalsea!=b istruea>b isfalsea<b istrueb>=a istrueb<=a isfalse
```
Đầu vào:
2 số
a
và
b
.
Đầu ra:
In ra kết quả so sánh của
a
và
b"
90,JS 3.2 Operators - relational  Operators,Gợi ý,Đọc phần lý thuyết sau và sử dụng toán tử so sánh để viết chương trình.
91,JS 3.2 Operators - relational  Operators,Lý thuyết,"Sinh viên hiểu về các toán tử quan hệ và cách sử dụng nó trong các vấn đề thực tế.
Toán tử đẳng thức:  ==   !=
Toán tử
Mô tả
Ví dụ
==
bằng với
10==20 = false
""abc""==""xyz"" = false
""js""==""js"" = true
!=
Không bằng với
10!=20 = true
Các toán tử đẳng thức
==
(có nghĩa là bằng) và
!=
(Có nghĩa là không bằng) so sánh các giá trị cùng loại và trả về giá trị
Boolean
true
nếu giá trị của các toán hạng bằng nhau hoặc ngược lại là
false
. Sự so sánh của kiểu nguyên thủy  và Boolean rất đơn giản:
```js
varx=1;vary=2;varz=""2"";varw=""2"";console.log(x!=y);// output: trueconsole.log(x==y);// output: falseconsole.log(z==y);// output: trueconsole.log(true==true);// output: trueconsole.log(true!=true);// output: false
```

Toán tử quan hệ:  <  >  <=  >=
Toán tử
Mô tả
Ví dụ
>
Lớn hơn
20>10 = true
>=
Lớn hơn hoạc bằng
20>=10 = true
<
Nhỏ hơn
20<10 = false
<=
Nhỏ hơn hoạc bằng
20<=10 = false
Toán tử quan hệ chỉ có thể được sử dụng với các kiểu dữ liệu nguyên thủy:
```js
vari1=1;vari2=2;vari3=1;console.log(i1>i2);//prints: falseconsole.log(i1>=i2);//prints: falseconsole.log(i1>=i3);//prints: trueconsole.log(i1<i2);//prints: trueconsole.log(i1<=i2);//prints: trueconsole.log(i1<=i3);//prints: trueconsole.log('a'>='b');//prints: falseconsole.log('a'<='b');//prints: true
```"
92,JS 3.3 Operators - Logical Operators,Bài tập,"Cho 2 số
a
và
b
. Viết chương trình sử dụng toán tử logic để in ra kết quả (
true
or
false
) của
a
và
b
. Các quan hệ logic sau
(a%2 == 0) && (b%2 == 0)
(a%2 == 0) || (b%2 == 0)
!(a > b)
Ví dụ
: Cho
a = 20, b = 11
, Kết quả sẽ là:
```js
((a%2==0)&&(b%2==0))isfalse((a%2==0)||(b%2==0))istrue!(a>b)isfalse
```
Đầu vào:
2 số
a
and
b
.
Đầu ra:
in ra kết quả quan hệ của
a
và
b"
93,JS 3.3 Operators - Logical Operators,Gợi ý,Đọc phần lý thuyết và sử dụng toán tử logic để viết chương trình.
94,JS 3.3 Operators - Logical Operators,Lý thuyết,"Sinh viên hiểu về các toan tử logic và cách sử dụng chúng trong thực tế
Các toán tử sau được gọi là toán tử logic JavaScript.
Ví dụ:
```js
vara=1;varb=2;varc=true;vard=false;console.log(a>0&&b>0);// output: trueconsole.log(a==2&&b==2);// output: falseconsole.log(a==2||b==2);// output: trueconsole.log(!c);// output: falseconsole.log(!d);// output: true
```"
95,JS 3.1 Operators - Arithmetic Operators,Bài tập,"Tìm 2 số khi biết tổng và hiều. Cho 2 số là tổng và hiệu của 2 số
a
và
b
. Viết function tính toán a và b và in ra màn hình
Ví dụ:
cho
sum = 10
,
different = 2
, Kết quả nên là
cho
sum = 10
,
different = 2
, Kết quả nên là
```js
64
```
Đầu vào
: 2 số
sum
và
different
Đầu ra
:
a và b và in chúng ra màn hình"
96,JS 3.1 Operators - Arithmetic Operators,Gợi ý,Đọc phần lý thuyết sau và sử dụng toán tử số học để giải quyết vấn đề
97,JS 3.1 Operators - Arithmetic Operators,Lý thuyết,"Sinh viên  hiểu về khái niệm toán tử số học và cách sử dụng nó trong các vấn đề thực tế.
Javascript cung cấp một tập hợp các toán tử phong phú để thao tác các biến. Chúng tôi có thể chia tất cả các toán tử thành các nhóm sau:
-  Toán tử số học
-  Toán tử quan hệ
-  Toán tử logic
-  Toán tử gán
-  Toán tử typeof
Trong phần này, chúng ta sẽ thảo luận về các toán tử số học được sử dụng trong các biểu thức toán học giống như cách chúng được sử dụng trong đại số.
Toán tử số học được sử dụng để thực hiện các phép toán số học trên các toán hạng. Các toán tử sau được gọi là toán tử số học JavaScript.
Toán tử
Mô tả
Ví dụ
+
Phép cộng
2+3 = 5
-
Phép trừ
10-2 = 8
*
Phép nhân
2*4 = 8
/
Phéo chia
50/5 = 10
%
Phép chia lấy phần dư
11%4 = 3
++
tăng lên 1
var a=10; a++; Now a = 11
--
giảm xuống 1
var a=10; a--; Now a = 9
Vì dụ:
```js
vara=3;varb=2;varx=a*b;console.log(x);// output: 6varc=3;x=(a*b)+c;console.log(x);// output: 9x=(a*b)%5;console.log(x);// output: 1
```"
98,Minutes to Seconds,Bài tập,"Viết chương trình với đầu vào là 1 số
minutes
và chuyển đổi số đó thành giây
Ví dụ
Cho
minutes = 3;
In ra
180
Cho
minutes = 10;
In a
600
Đầu vào
: minutes
Đầu ra
: seconds
Cho
minutes = 3;
In ra
180
Cho
minutes = 10;
In a
600"
99,Minutes to Seconds,Gợi ý,Nhớ lại toán tử số học trong phần trước
100,What's JavaScript,Bài tập,"Chạy bạn hãy viết chương trình in ra
""Hello World""
trên màn hình.
JavaScript là ngôn ngữ kịch bản phía máy khách phổ biến nhất và được sử dụng rộng rãi. Kịch bản phía máy khách đề cập đến các tập lệnh chạy trong trình duyệt web của bạn. JavaScript được thiết kế để thêm hiệu ứng tương tác và động cho các trang web bằng cách thao tác nội dung được trả về từ máy chủ web.
JavaScript là một ngôn ngữ hướng đối tượng và nó cũng có một số điểm tương đồng về cú pháp với ngôn ngữ lập trình Java. Nhưng, JavaScript không liên quan đến Java theo bất kỳ cách nào.
JavaScript là 1 trong 3 ngôn ngữ mà tất cả các nhà phát triển website phải học:
1.
HTML
để xây dựng nội dung của website
2.
CSS
để chỉ định bố cục của các trang web
3.
JavaScript
để lập trình hành vi của các trang web
Các trang web không phải là nơi duy nhất sử dụng JavaScript. Nhiều chương trình máy tính để bàn và máy chủ sử dụng JavaScript. Node.js là nổi tiếng nhất. Một số cơ sở dữ liệu, như MongoDB và CouchDB, cũng sử dụng JavaScript làm ngôn ngữ lập trình của họ.
Có rất nhiều điều bạn có thể làm với JavaScript.
Bạn có thể sửa đổi nội dung của một trang web bằng cách thêm hoặc xóa các yếu tố.
Bạn có thể thay đổi kiểu dáng và vị trí của các thành phần trên trang web.
Bạn có thể theo dõi các sự kiện như nhấp chuột, di chuột, v.v. và phản ứng với nó.
Bạn có thể thực hiện và kiểm soát chuyển tiếp và hình ảnh động.
Bạn có thể tạo cửa sổ bật lên cảnh báo để hiển thị thông tin hoặc thông báo cảnh báo cho người dùng.
Bạn có thể thực hiện các thao tác dựa trên đầu vào của người dùng và hiển thị kết quả.
Bạn có thể xác nhận đầu vào của người dùng trước khi gửi nó đến máy chủ.
Danh sách không kết thúc ở đây, có nhiều điều thú vị khác mà bạn có thể làm với JavaScript. Bạn sẽ tìm hiểu về tất cả chúng một cách chi tiết trong các chương sắp tới."
101,JS 1.0 console.log,Bài tập,"Viết chương trình hiển thị
""Hello World""
ra màn hình
Đầu vào:
Không
Đầu ra:
hiển thị
""Hello World""
ra màn hình"
102,JS 1.0 console.log,Gợi ý,Đọc phần lý thuyết sau để biết làm thế nào để in 1 thông báo ra màn hình.
103,JS 1.0 console.log,Lý thuyết,"Phương thức console.log() để viết tin nhắt ra màn hình / console.
console rất hữu ích cho mục đích kiểm tra
Console.log () là một hàm trong JavaScript, được sử dụng để in bất kỳ biến nào được xác định trước đó hoặc chỉ in bất kỳ thông báo nào cần hiển thị cho người dùng.
```js
console.log(""..."");
```
Ví Dụ
:
```js
console.log(""Javascript"");// output: JavascriptvarmyObj={firstname:""John"",lastname:""Doe""};console.log(myObj);// output: { firstname: 'John', lastname: 'Doe' }
```
```js
console.log(""Java"",""Script"");// output: ""Javas Sript""console.log(""Java"","","",""Script"");// output: ""Javas , Sript""
```"
104,String concatenation in JavaScript,Bài tập,"Cho 2 chuỗi,
firstName
và
lastName
, In ra 1 chuỗi mới với định dạng
""firstName, lastName""
.
Đầu vào
:
firstName
và
lastName
Đầu ra
: In ra 1 chuỗi mới với định dạng
""firstName, lastName""
."
105,String concatenation in JavaScript,Gợi ý,Đọc phần lý thuyết để hiểu về việc nỗi chuỗi trong javascript
106,String concatenation in JavaScript,Lý thuyết,"Hiểu về việc nỗi chuỗi trong javascript
Toán tử
+
đươc sử dụng cho việc nỗi chuỗi trong javascript nếu ít nhất 1 trong các chuỗi là chuỗi.
Ví dụ:
```js
console.log(""Hello""+"" ""+""World"");// output: ""Hello World""console.log(""Hello""+""-""+""World"");// output: ""Hello-World""
```
Làm việc với các biến (Chúng ta sẽ thảo luần về các biến trong các phần sau)
```js
vara=""Java"";varb=""Script"";varnew_string=a+b;console.log(new_string);// output: ""JavaScript""new_string=a+"" and ""+b;console.log(new_string);// output: ""Java and Script""
```"
107,JS 1.2 Comment in code,Bài tập,"Viết vài comment cho function hiển thị
""HelloWorld""
ra màn hình
Đầu vào
: none
Đầu ra
: In ""
HelloWorld
"" Ra màn hình"
108,JS 1.2 Comment in code,Gợi ý,Đọc lý thuyết sau để biết làm thế nào để sử dụng comment trong javascript.
109,JS 1.2 Comment in code,Lý thuyết,"JavaScript comments
là cách hữu ích để truyền tải thông điệp. Nó được sử dụng để thêm thông tin vào code, cảnh báo hay gợi ý. Để người dùng có thể dễ dàng giải nghĩa code.
Trong bài này, chúng tôi sẽ giúp bạn tạo nhưng comment trong source code
The JavaScript comment được bỏ qua JavaScript engine. Tức là không thực thi như code javascript bình thường
Có 2 kiểu comments trong JavaScript.
Single-line Comment (Comment 1 dòng)
Nó được thể hiện bằng dấu gạch chéo kép (//). Nó có thể được sử dụng trước hoặc sau 1 câu lệnh.
```js
// This is a comment for codevarabc=”xyz”;
```
Multi-line Comment (Comment nhiều dòng)
Nó có thể được sử dụng để thêm comment đơn cũng như nhiều dòng. Vì vậy, nó là thuận tiện hơn.
Nó được thể hiện bằng dấu gạch chéo về phía trước với dấu hoa thị ""/*"" rồi dấu hoa thị với dấu gạch chéo về phía trước ""*/""
```js
/* This is a comment for code
You can write something here */varabc=”xyz”;
```"
110,JS 6.2 Loops - while loop,Bài tập,"Cho 1 số n. Sử dụng while loop để in ra các số chẵn từ 1 tới n
Ví dụ
:
n = 7; In ra: 2,4,6
n = 10; In ra: 2,4,6,8,10
Đầu vào
: n
Đầu ra:
các số chẵn từ 1 tới n
n = 7; In ra: 2,4,6
n = 10; In ra: 2,4,6,8,10"
111,JS 6.2 Loops - while loop,Gợi ý,"Bạn nên sử dụng lệnh while để giải bài toán này.
Bạn nên học cách sử dụng lệnh while bằng cách đọc lý thuyết phía dưới."
112,JS 6.2 Loops - while loop,Lý thuyết,"Sinh viên hiểu được khái niệm về lệnh
while
và cách sử dụng chúng trong bài tập thực tế.
Lệnh
while
xử lí 1 biểu thức điều kiện và 1 khối lệnh được lặp lại cho đến khi giá trị của biểu thức cho ra giá trị
false
:
```js
while(condition){//do something}
```
Đây là 2 điều cần chú ý:
Dấu
{}
là không cần thiết khi chỉ có một câu lệnh cần được xử lí lặp lại, tuy nhiên việc sử dụng nó được cân nhắc hơn cho tính đồng nhất và tốt hơn cho việc hiểu mã lệnh.
Lệnh có thể không được xử lí bất kỳ lần nào (khi biểu thức điều kiện trả về
false
ngay từ ban đầu)
Chúng ta hãy xem một vài ví dụ. Vòng lặp dưới đây xử lí lệnh in 5 lần:
```js
vari=0;while(i++<5){console.log(i+"" "");//prints: 1 2 3 4 5}
```
Và ở đây là 1 ví dụ về gọi 1 phương thức mà trả về mỗi vài giá trị, giá trị được tích lũy (cộng dần) cho tới khi ngưỡng yêu cầu được đạt tới.
```js
varresult=0;while(result<1){result+=0.1;}
```
Cộng dần
0.1
vào biến
result
cho tới khi biểu thức điều kiện
result < 1
trả về
false
thì vòng lặp dừng lại.
Đây là một cách để làm vòng lặp này trở nên đơn giản hơn:
```js
varresult=0;while((result+=0.1)<1){console.log(result);}
```
Giá trị được in sẽ không bao giờ bằng hoặc vượt 1.0 vì biểu thức với giá trị cộng dồn mới nhất sẽ được kiểm tra trước khi vào khối lệnh xử lí. Đó là điều cần chú ý khi các tính toán được bao gồm trong biểu thức điều kiện, không ở trong khối lệnh xử lí."
113,JS 6.5 Loops - for-of loop,Bài tập,"Cho 1 mảng số tự nhiên. Dùng
for-of
tính tổng các sô dương trong mảng và in ra kết quả
Ví dụ
:  [0, 2, -4, 8]
In ra: 10
Đầu vào
: datas
Đầu ra
: tính tổng các sô dương trong mảng và in ra kết quả"
114,JS 6.5 Loops - for-of loop,Gợi ý,"Sử dụng lệnh
for...of
để giải quyết vấn đề
Đọc phần lý thuyết sau để biết về
for-of"
